Area,PLC,Scope,AOI,Name
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP141_Y1_Y2
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP141_Y3_BlowMeshUnclPerm
14_L6A,OP020,Controller,CTL_AddFaultMess,OP020_SOP150_FWM01
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP150_MDATA_M01
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP150_Y1_GassHeadLowUnblock
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP150_Y2_Y3
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP150_Y4_GassPlUnclPerm
14_L6A,OP020,Controller,VAL_ConfigValve24Lim_CLS_OPN,OP020_SOP150_Y5_Y6
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP151_MDATA_M01
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP151_Y1_Y2
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP151_Y3_Y4
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP151_Y5_UppEjUnclPerm
14_L6A,OP020,Controller,PCT_ProDB_5Proc5Tools,OP020_SOP160_ProDB_01
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP160_Y1_PermFillAirTank
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP160_Y2_DisQuickExhaust
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP160_Y3_BlowActivation
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP160_Y4_FillAirTank
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP171_MDATA_M01
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP172_MDATA_M01
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP175_MDATA_M01
14_L6A,OP020,Controller,VAL_PropValve_2Dir2Pos2Speed,OP020_SOP175_Y1_UppCarrPropValve
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP176_MDATA_M01
14_L6A,OP020,Controller,VAL_PropValve_2Dir2Pos2Speed,OP020_SOP176_Y1_HeadPressPropValve
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP176_Y2_Y3
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP176_Y4_HeadPressLowUnblock
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP176_Y5_HeadPressRaiseUnblock
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP177_MDATA_M01
14_L6A,OP020,Controller,VAL_PropValve_2Dir2Pos2Speed,OP020_SOP177_Y1_UppCboxPropValve
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP180_MDATA_M01
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP181_MDATA_M01
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP186_MDATA_M01
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP190_MDATA_M01
14_L6A,OP020,Controller,CTL_AddFaultMess,OP020_SOP200_FWM01
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP200_MDATA_M01
14_L6A,OP020,Controller,VAL_ConfigValve8Lim_CLS_OPN,OP020_SOP200_Y1_Y2
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP200_Y3_RollElevLube
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP201_MDATA_M01
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP201_MDATA_M06
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP201_MDATA_M11
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP201_MDATA_M16
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP210_MDATA_M01
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP210_MDATA_M06
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP210_MDATA_M11
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP211_MDATA_M01
14_L6A,OP020,Controller,CTL_AddFaultMess,OP020_SOP220_FMW01
14_L6A,OP020,Controller,PRO_Mo1Dir0Pos2Speed,OP020_SOP220_M1
14_L6A,OP020,Controller,PRO_Mo1Dir0Pos2Speed,OP020_SOP220_M2
14_L6A,OP020,Controller,PRO_Mo1Dir0Pos2Speed,OP020_SOP220_M3
14_L6A,OP020,Controller,CTL_ModeSubOP,OP020_SOP220_Mode
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP220_Y1_EnLowPump1
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP220_Y2_EnLowPump2
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP220_Y3_CoolWaterWay
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP220_Y4_Accumul1
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP220_Y5_Accumul2
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP220_Y6_Accumul3
14_L6A,OP020,Controller,CTL_AddFaultMess,OP020_SOP230_FMW01
14_L6A,OP020,Controller,PRO_Mo1Dir0Pos2Speed,OP020_SOP230_M1
14_L6A,OP020,Controller,CTL_AddFaultMess,OP020_SOP231_FMW01
14_L6A,OP020,Controller,PCT_ProDB_1Proc5Tools,OP020_SOP231_PRODB_01
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP231_Y10_TableCarriageClng
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP231_Y1_Y2
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP231_Y3_SprayPump
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP231_Y4_LowCboxCleanAir
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP231_Y5_LowCboxAirSpray
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP231_Y6_LowCboxSpray
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP231_Y7_UppCboxCleanAir
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP231_Y8_UppCboxAirSpray
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP231_Y9_UppCboxSpray
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP260_MDATA_M01
14_L6A,OP020,Controller,VAL_ConfigValve8Lim_CLS_OPN,OP020_SOP260_Y2_Y3
14_L6A,OP020,Controller,PRO_Scaling_Real,OP020_SOP290_B1_N2PressScal
14_L6A,OP020,Controller,PRO_Scaling_Real,OP020_SOP290_B2_SO2PressScal
14_L6A,OP020,Controller,CTL_AddFaultMess,OP020_SOP290_FWM
14_L6A,OP020,Controller,CTL_ModeSubOP,OP020_SOP290_Mode
14_L6A,OP020,Controller,PCT_ProDB_5Proc5Tools,OP020_SOP290_ProDB_01
14_L6A,OP020,Controller,PCT_ProDB_1Proc5Tools,OP020_SOP290_ProDB_02
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP290_Y1_EnGassUnitPneum
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP290_Y2_N2ActInlet
14_L6A,OP020,Controller,PRO_ValveNoLimits,OP020_SOP290_Y3_N2ActPress
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP290_Y4_SO2Fill
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP290_Y5_SO2Oulet
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP290_Y6_N2Inlet
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP290_Y7_SO2Inlet
14_L6A,OP020,Controller,PCT_DUGA,OP020_SOP300_DUGA_01
14_L6A,OP020,Controller,TEC_PFRFID,OP020_SOP350_U060RFID
14_L6A,OP020,Controller,CTL_AddFaultMess,OP020_SOP351_FWM
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP351_Y1_SuctHiCbox
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP351_Y1_SuctLowCbox
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP351_Y3_SuctLowCbox1
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP351_Y4_SuctLowCbox2
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP351_Y5_SuctLowCbox3
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP351_Y6_SuctLowCboxOut
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP351_Y7_SuctLowCleanSt
14_L6A,OP020,Controller,PCT_MDATA_Movements,OP020_SOP360_MDATA_M01
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP360_Y1_Y2
14_L6A,OP020,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP020_SOP360_Y3_Y4
14_L6A,OP020,Controller,CTL_GateEntReq,OP020_VAR_GateEntry1
14_L6A,OP020,Controller,CTL_GateEntReq,OP020_VAR_GateEntryRobot3
14_L6A,OP020,Controller,CTL_GateEntReq,OP020_VAR_GateEntryRobot4
14_L6A,OP020,Controller,PCT_DUGA,OP030_DUGA_01
14_L6A,OP020,Controller,CTL_AddFaultMess,OP030_FMW01
14_L6A,OP020,Controller,CTL_AddFaultMess,OP030_FMW02
14_L6A,OP020,Controller,CTL_ModeOP,OP030_Mode
14_L6A,OP020,Controller,ROB_ABB_Robot,OP030_SOP270_ABB_Robot
14_L6A,OP020,Controller,CTL_ModeSubOP,OP030_SOP270_Mode
14_L6A,OP020,Controller,PCT_ProDB_1Proc5Tools,OP030_SOP270_ProDB_01
14_L6A,OP020,Controller,PCT_ProDB_1Proc5Tools,OP030_SOP270_ProDB_02
14_L6A,OP020,Controller,PCT_ProDB_1Proc5Tools,OP030_SOP270_ProDB_03
14_L6A,OP020,Controller,CTL_AddFaultMess,OP030_SOP400t414_FMW01
14_L6A,OP020,Controller,CTL_ModeSubOP,OP030_SOP400t414_Mode
14_L6A,OP020,Controller,CTL_SeqCtrl,OP030_SOP400t414_SEQ01
14_L6A,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP030_SOP400_RB1
14_L6A,OP020,Controller,USR_SEQ_RBnPD_2Dir2Spd,OP030_SOP400_SEQ
14_L6A,OP020,Controller,USR_ArmorStart291LT,OP030_SOP400_U01
14_L6A,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP030_SOP401_RB1
14_L6A,OP020,Controller,USR_SEQ_RBnPD_2Dir2Spd,OP030_SOP401_SEQ
14_L6A,OP020,Controller,USR_ArmorStart291LT,OP030_SOP401_U01
14_L6A,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP030_SOP402_RB1
14_L6A,OP020,Controller,USR_SEQ_RBnPD_2Dir2Spd,OP030_SOP402_SEQ
14_L6A,OP020,Controller,USR_ArmorStart291LT,OP030_SOP402_U01
14_L6A,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP030_SOP403_RB1
14_L6A,OP020,Controller,USR_SEQ_RBnPD_2Dir2Spd,OP030_SOP403_SEQ
14_L6A,OP020,Controller,USR_ArmorStart294LT,OP030_SOP403_U01
14_L6A,OP020,Controller,VAL_ConfigValve8Lim_CLS_OPN,OP030_SOP403_Y1
14_L6A,OP020,Controller,VAL_ConfigValve8Lim_CLS_OPN,OP030_SOP403_Y2
14_L6A,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP030_SOP410_RB1
14_L6A,OP020,Controller,USR_SEQ_RBnPD_2Dir2Spd,OP030_SOP410_SEQ
14_L6A,OP020,Controller,USR_ArmorStart291LT,OP030_SOP410_U01
14_L6A,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP030_SOP411_RB1
14_L6A,OP020,Controller,USR_SEQ_RBnPD_2Dir2Spd,OP030_SOP411_SEQ
14_L6A,OP020,Controller,USR_ArmorStart291LT,OP030_SOP411_U01
14_L6A,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP030_SOP412_RB1
14_L6A,OP020,Controller,USR_SEQ_RBnPD_2Dir2Spd,OP030_SOP412_SEQ
14_L6A,OP020,Controller,USR_ArmorStart291LT,OP030_SOP412_U01
14_L6A,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP030_SOP413_RB1
14_L6A,OP020,Controller,USR_SEQ_RBnPD_2Dir2Spd,OP030_SOP413_SEQ
14_L6A,OP020,Controller,USR_ArmorStart294LT,OP030_SOP413_U01
14_L6A,OP020,Controller,VAL_ConfigValve8Lim_CLS_OPN,OP030_SOP413_Y1
14_L6A,OP020,Controller,VAL_ConfigValve8Lim_CLS_OPN,OP030_SOP413_Y2
14_L6A,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP030_SOP414_RB1
14_L6A,OP020,Controller,USR_ArmorStart294LT,OP030_SOP414_U01
14_L6A,OP020,Controller,VAL_ConfigValve8Lim_CLS_OPN,OP030_SOP414_Y1
14_L6A,OP020,Controller,PCT_DUGA_Alarms,PCT_DUGA_Alarms_01
14_L6A,OP035,Controller,CTL_AddFaultMess,AREA_FWM01
14_L6A,OP035,Controller,CTL_ModeArea,AREA_Mode
14_L6A,OP035,Controller,SAF_DCInterface,AREA_SAF01
14_L6A,OP035,Controller,SAF_AddSafetyFault,AREA_SFM01
14_L6A,OP035,Controller,CTL_AddFaultMess,OP030_FMW01
14_L6A,OP035,Controller,CTL_AddFaultMess,OP035_FMW01
14_L6A,OP035,Controller,CTL_ModeOP,OP035_Mode
14_L6A,OP035,Controller,SAF_DCInterface,OP035_SAF01
14_L6A,OP035,Controller,CTL_DNetInterfaceEN2DN,OP035_SOP004_A02
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP100t102_Mode
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP100t102_SEQ01
14_L6A,OP035,Controller,TRA_LiftTT2Pos,OP035_SOP100_LFT01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP100_LTR01
14_L6A,OP035,Controller,MOT_Mo1Dir0Pos2Speed,OP035_SOP100_M01
14_L6A,OP035,Controller,PCT_MDATA_Movements,OP035_SOP100_MDATA_M01
14_L6A,OP035,Controller,USR_RFIDDevice,OP035_SOP100_RFID
14_L6A,OP035,Controller,USR_SEQ_RbwLifterwIndexing_SOP100,OP035_SOP100_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP100_U01
14_L6A,OP035,Controller,TEC_PFRFID,OP035_SOP100_U02_RFID
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP100_Y1
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP100_Y2
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP100_Y3
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP100_Y4
14_L6A,OP035,Controller,VAL_ConfigValve8Lim_CLS_OPN,OP035_SOP100_Y5_Y6
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP102_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP102_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP102_U01
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP104t116_Mode
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP104t116_SEQ01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP104_RB01
14_L6A,OP035,Controller,USR_RFIDDevice,OP035_SOP104_RFID
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP104_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP104_U01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP106_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP106_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP106_U01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP108_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP108_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP108_U01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP110_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP110_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP110_U01
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP112t113_Mode
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP112t113_SEQ01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP112_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP112_Seq
14_L6A,OP035,Controller,TRA_LiftTT2Pos,OP035_SOP112_TT01
14_L6A,OP035,Controller,USR_SEQ_RBwTT_2In2Out_SOP112,OP035_SOP112_TT_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP112_U01
14_L6A,OP035,Controller,USR_ArmorStart294LT_SB,OP035_SOP112_U02
14_L6A,OP035,Controller,CTL_GateEntReq,OP035_SOP113_GateEntryReq
14_L6A,OP035,Controller,CTL_GateEntReq,OP035_SOP113_GateEntryReq_Inspection
14_L6A,OP035,Controller,PCT_ProDB_1Proc5Tools,OP035_SOP113_ProDB_01
14_L6A,OP035,Controller,PCT_ProDB_1Proc5Tools,OP035_SOP113_ProDB_02
14_L6A,OP035,Controller,PCT_ProDB_1Proc5Tools,OP035_SOP113_ProDB_03
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP113_RB01
14_L6A,OP035,Controller,USR_RFIDDevice,OP035_SOP113_RFID
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd_SOP113,OP035_SOP113_Seq
14_L6A,OP035,Controller,USR_ArmorStart294LT,OP035_SOP113_U01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP114_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP114_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP114_U01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP116_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP116_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP116_U01
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP118t124_Mode
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP118t124_SEQ01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP118_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP118_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP118_U01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP120_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP120_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP120_U01
14_L6A,OP035,Controller,PCT_MDATA_Movements,OP035_SOP122_MDATA_M01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP122_RB01
14_L6A,OP035,Controller,USR_SEQ_RBwTT_2In2Out,OP035_SOP122_Seq
14_L6A,OP035,Controller,TRA_LiftTT2Pos,OP035_SOP122_TT01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP122_U01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP122_U02
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP124_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP124_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP124_U01
14_L6A,OP035,Controller,TEC_PFRFID,OP035_SOP124_U02_RFID
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP126t128_Mode
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP126t128_SEQ01
14_L6A,OP035,Controller,TRA_LiftTT2Pos,OP035_SOP126_LFT01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP126_LTR01
14_L6A,OP035,Controller,MOT_Mo1Dir0Pos2Speed,OP035_SOP126_M01
14_L6A,OP035,Controller,PCT_MDATA_Movements,OP035_SOP126_MDATA_M01
14_L6A,OP035,Controller,USR_SEQ_RBwLifter_SOP130,OP035_SOP126_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP126_U01
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP126_Y1
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP126_Y2
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP126_Y3
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP126_Y4
14_L6A,OP035,Controller,PCT_MDATA_Movements,OP035_SOP128_MDATA_M01
14_L6A,OP035,Controller,PCT_MDATA_Movements,OP035_SOP128_MDATA_M02
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP128_RB01
14_L6A,OP035,Controller,USR_RFIDDevice,OP035_SOP128_RFID
14_L6A,OP035,Controller,USR_SEQ_RBwIndexing_SOP128,OP035_SOP128_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP128_U01
14_L6A,OP035,Controller,VAL_ConfigValve8Lim_CLS_OPN,OP035_SOP128_Y5_Y6
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP128_Y9_Y10
14_L6A,OP035,Controller,TRA_LiftTT2Pos,OP035_SOP130_LFT01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP130_LTR01
14_L6A,OP035,Controller,MOT_Mo1Dir0Pos2Speed,OP035_SOP130_M01
14_L6A,OP035,Controller,PCT_MDATA_Movements,OP035_SOP130_MDATA_M01
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP130_Mode
14_L6A,OP035,Controller,PCT_ProDB_1Proc5Tools,OP035_SOP130_ProDB_01
14_L6A,OP035,Controller,PCT_ProDB_1Proc5Tools,OP035_SOP130_ProDB_02
14_L6A,OP035,Controller,USR_RFIDDevice,OP035_SOP130_RFID
14_L6A,OP035,Controller,USR_SEQ_RBwLifter_SOP130,OP035_SOP130_Seq
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP130_SEQ01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP130_U01
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP130_Y1
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP130_Y2
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP130_Y3
14_L6A,OP035,Controller,VAL_ConfigValve2Lim_CLS_OPN,OP035_SOP130_Y4
14_L6A,OP035,Controller,CTL_GateEntReq,OP035_SOP131_GateEntryReq
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP132t134_Mode
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP132t134_SEQ01
14_L6A,OP035,Controller,PCT_MDATA_Movements,OP035_SOP132_MDATA_M01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP132_RB01
14_L6A,OP035,Controller,USR_SEQ_RBwTT_2In2Out_SOP132,OP035_SOP132_Seq
14_L6A,OP035,Controller,TRA_LiftTT2Pos,OP035_SOP132_TT01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP132_U01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP132_U02
14_L6A,OP035,Controller,PCT_MDATA_Movements,OP035_SOP134_MDATA_M01
14_L6A,OP035,Controller,TRA_PDNextPLCInterface,OP035_SOP134_PDN_OP060_SOP200
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP134_RB01
14_L6A,OP035,Controller,USR_SEQ_RBwTT_1In1Out,OP035_SOP134_Seq
14_L6A,OP035,Controller,TRA_LiftTT2Pos,OP035_SOP134_TT01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP134_U01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP134_U02
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP136_Mode
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP136_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP136_Seq
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP136_SEQ01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP136_U01
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP138t144_Mode
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP138t144_SEQ01
14_L6A,OP035,Controller,TRA_RB_Double,OP035_SOP138_DRB01
14_L6A,OP035,Controller,USR_SEQ_RBDoble,OP035_SOP138_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP138_U01
14_L6A,OP035,Controller,TRA_RB_Double,OP035_SOP140_DRB01
14_L6A,OP035,Controller,USR_SEQ_RBDoble,OP035_SOP140_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP140_U01
14_L6A,OP035,Controller,TRA_RB_Double,OP035_SOP142_DRB01
14_L6A,OP035,Controller,USR_SEQ_RBDoble,OP035_SOP142_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP142_U01
14_L6A,OP035,Controller,TRA_RB_Double,OP035_SOP144_DRB01
14_L6A,OP035,Controller,USR_SEQ_RBDoble,OP035_SOP144_Seq
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP144_U01
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP146_Mode
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP146_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP146_Seq
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP146_SEQ01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP146_U01
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP148_Mode
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP148_RB01
14_L6A,OP035,Controller,USR_SEQ_RB2Dir2Spd,OP035_SOP148_Seq
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP148_SEQ01
14_L6A,OP035,Controller,DRV_ArmorStart_VFD,OP035_SOP148_U01
14_L6A,OP035,Controller,CTL_ModeSubOP,OP035_SOP150t152_Mode
14_L6A,OP035,Controller,CTL_SeqCtrl,OP035_SOP150t152_SEQ01
14_L6A,OP035,Controller,PCT_MDATA_Movements,OP035_SOP150_MDATA_M01
14_L6A,OP035,Controller,TRA_RB2Dir2Spd,OP035_SOP150_RB01
